Date,RSSI
505,-35
506,-36
507,-36
508,-35
509,-35
510,-35
511,-35
512,-35
513,-35
514,-35
515,-35
516,-35
517,-35
518,-35
519,-35
520,-35
521,-36
522,-35
523,-35
524,-35
525,-35
526,-35
527,-35
528,-35
529,-35
530,-35
531,-35
532,-35
533,-35
534,-35
535,-35
536,-35
537,-35
538,-35
539,-35
540,-35
541,-35
542,-35
543,-35
544,-35
545,-35
546,-35
547,-35
548,-35
549,-35
550,-35
551,-35
552,-35
553,-35
554,-35
555,-35
556,-35
557,-35
558,-35
559,-35
560,-35
561,-35
562,-35
563,-35
564,-35
565,-35
566,-35
567,-35
568,-35
569,-35
570,-35
571,-35
572,-35
573,-35
574,-35
575,-35
576,-35
577,-35
578,-35
579,-35
580,-35
581,-35
582,-35
583,-35
584,-35
585,-35
586,-35
587,-35
588,-36
589,-35
590,-35
591,-35
592,-35
593,-35
594,-35
595,-35
596,-35
597,-35
598,-35
599,-35
600,-35
601,-35
602,-35
603,-35
604,-35
605,-35
606,-35
607,-35
608,-35
609,-35
610,-35
611,-35
612,-35
613,-35
614,-35
615,-35
616,-35
617,-35
618,-35
619,-35
620,-35
621,-35
622,-35
623,-35
624,-35
625,-35
626,-35
627,-35
628,-35
629,-35
630,-35
631,-35
632,-35
633,-35
634,-35
635,-35
636,-35
637,-35
638,-35
639,-35
640,-35
641,-35
642,-35
643,-35
644,-35
645,-35
646,-35
647,-35
648,-35
649,-35
650,-35
651,-35
652,-35
653,-35
654,-35
655,-35
656,-35
657,-35
658,-35
659,-36
660,-35
661,-35
662,-35
663,-35
664,-35
665,-35
666,-35
667,-35
668,-35
669,-35
670,-35
671,-35
672,-35
673,-35
674,-35
675,-35
676,-35
677,-35
678,-35
679,-35
680,-35
681,-35
682,-35
683,-35
684,-35
685,-35
686,-35
687,-35
688,-35
689,-35
690,-35
691,-35
692,-35
693,-35
694,-35
695,-35
696,-35
697,-35
698,-35
699,-35
700,-35
701,-35
702,-36
703,-35
704,-35
705,-35
706,-35
707,-35
708,-35
709,-35
710,-35
711,-35
712,-35
713,-35
714,-35
715,-35
716,-35
717,-35
718,-35
719,-35
720,-35
721,-35
722,-35
723,-35
724,-35
725,-35
726,-35
727,-35
728,-35
729,-35
730,-35
731,-35
732,-35
733,-35
734,-35
735,-35
736,-35
737,-35
738,-35
739,-35
740,-35
741,-35
742,-35
743,-35
744,-35
745,-35
746,-35
747,-35
748,-35
749,-35
750,-35
751,-35
752,-35
753,-35
754,-35
755,-35
756,-35
757,-35
758,-35
759,-35
760,-35
761,-35
762,-35
763,-35
764,-35
765,-35
766,-35
767,-35
768,-35
769,-35
770,-35
771,-35
772,-35
773,-35
774,-35
775,-35
776,-35
777,-35
778,-35
779,-35
780,-35
781,-35
782,-35
783,-35
784,-35
785,-35
786,-35
787,-35
788,-35
789,-35
790,-35
791,-35
792,-35
793,-35
794,-35
795,-35
796,-35
797,-35
798,-35
799,-35
800,-35
801,-35
802,-35
803,-35
804,-35
805,-35
806,-35
807,-35
808,-35
809,-35
810,-35
811,-35
812,-35
813,-35
814,-35
815,-35
816,-35
817,-35
818,-36
819,-35
820,-35
821,-35
822,-35
823,-35
824,-35
825,-35
826,-35
827,-35
828,-35
829,-35
830,-35
831,-35
832,-35
833,-35
834,-35
835,-35
836,-35
837,-35
838,-35
839,-35
840,-35
841,-35
842,-35
843,-35
844,-35
845,-35
846,-35
847,-35
848,-35
849,-35
850,-35
851,-35
852,-35
853,-35
854,-35
855,-35
856,-35
857,-35
858,-35
859,-35
860,-35
861,-35
862,-35
863,-35
864,-35
865,-35
866,-35
867,-35
868,-35
869,-35
870,-35
871,-35
872,-35
873,-35
874,-35
875,-35
876,-35
877,-35
878,-35
879,-35
880,-35
881,-35
882,-35
883,-35
884,-35
885,-35
886,-35
887,-35
888,-35
889,-36
890,-35
891,-35
892,-35
893,-35
894,-35
895,-35
896,-35
897,-35
898,-35
899,-35
900,-35
901,-35
902,-35
903,-35
904,-35
905,-35
906,-35
907,-35
908,-35
909,-35
910,-35
911,-35
912,-35
913,-35
914,-35
915,-35
916,-35
917,-35
918,-35
919,-35
920,-35
921,-35
922,-35
923,-35
924,-35
925,-35
926,-35
927,-35
928,-35
929,-35
930,-35
931,-35
932,-35
933,-35
934,-35
935,-35
936,-35
937,-35
938,-35
939,-35
940,-35
941,-35
942,-35
943,-35
944,-35
945,-35
946,-35
947,-35
948,-35
949,-35
950,-35
951,-35
952,-35
953,-35
954,-35
955,-35
956,-35
957,-35
958,-35
959,-35
960,-35
961,-35
962,-35
963,-35
964,-35
965,-35
966,-35
967,-35
968,-35
969,-35
970,-35
971,-35
972,-35
973,-35
974,-35
975,-35
976,-35
977,-35
978,-35
979,-35
980,-35
981,-35
982,-35
983,-35
984,-35
985,-35
986,-35
987,-35
988,-35
989,-35
990,-35
991,-35
992,-35
993,-35
994,-35
995,-35
996,-35
997,-35
998,-35
999,-35
1000,-35
1001,-35
1002,-35
1003,-35
1004,-35
1005,-35
1006,-35
1007,-35
1008,-35
1009,-25
1010,-25
1011,-24
1012,-25
1013,-25
1014,-25
1015,-25
1016,-25
1017,-24
1018,-25
1019,-25
1020,-25
1021,-25
1022,-25
1023,-25
1024,-25
1025,-24
1026,-25
1027,-25
1028,-25
1029,-24
1030,-25
1031,-25
1032,-24
1033,-25
1034,-25
1035,-25
1036,-25
1037,-25
1038,-25
1039,-25
1040,-25
1041,-25
1042,-25
1043,-25
1044,-24
1045,-25
1046,-25
1047,-25
1048,-25
1049,-25
1050,-25
1051,-25
1052,-25
1053,-25
1054,-25
1055,-25
1056,-25
1057,-25
1058,-25
1059,-25
1060,-25
1061,-25
1062,-25
1063,-25
1064,-25
1065,-25
1066,-25
1067,-25
1068,-25
1069,-25
1070,-25
1071,-25
1072,-25
1073,-25
1074,-25
1075,-25
1076,-25
1077,-25
1078,-25
1079,-25
1080,-25
1081,-25
1082,-25
1083,-25
1084,-25
1085,-25
1086,-24
1087,-25
1088,-25
1089,-25
1090,-25
1091,-25
1092,-25
1093,-24
1094,-25
1095,-25
1096,-25
1097,-25
1098,-25
1099,-25
1100,-25
1101,-25
1102,-25
1103,-25
1104,-25
1105,-25
1106,-25
1107,-25
1108,-25
1109,-25
1110,-25
1111,-25
1112,-25
1113,-25
1114,-25
1115,-25
1116,-25
1117,-25
1118,-25
1119,-25
1120,-25
1121,-25
1122,-25
1123,-25
1124,-25
1125,-25
1126,-25
1127,-25
1128,-25
1129,-25
1130,-25
1131,-25
1132,-25
1133,-25
1134,-25
1135,-25
1136,-25
1137,-25
1138,-25
1139,-25
1140,-25
1141,-25
1142,-25
1143,-25
1144,-25
1145,-25
1146,-25
1147,-25
1148,-25
1149,-25
1150,-25
1151,-25
1152,-25
1153,-25
1154,-25
1155,-25
1156,-25
1157,-25
1158,-25
1159,-25
1160,-25
1161,-25
1162,-25
1163,-25
1164,-25
1165,-25
1166,-25
1167,-25
1168,-25
1169,-25
1170,-25
1171,-25
1172,-25
1173,-25
1174,-25
1175,-25
1176,-25
1177,-25
1178,-25
1179,-25
1180,-25
1181,-25
1182,-25
1183,-25
1184,-25
1185,-25
1186,-25
1187,-25
1188,-25
1189,-25
1190,-25
1191,-27
1192,-29
1193,-26
1194,-23
1195,-25
1196,-25
1197,-25
1198,-25
1199,-25
1200,-25
1201,-24
1202,-25
1203,-25
1204,-25
1205,-25
1206,-25
1207,-27
1208,-27
1209,-29
1210,-29
1211,-25
1212,-27
1213,-25
1214,-25
1215,-27
1216,-29
1217,-27
1218,-26
1219,-24
1220,-25
1221,-25
1222,-27
1223,-27
1224,-29
1225,-27
1226,-25
1227,-26
1228,-25
1229,-25
1230,-25
1231,-28
1232,-26
1233,-25
1234,-25
1235,-25
1236,-25
1237,-26
1238,-29
1239,-26
1240,-25
1241,-25
1242,-25
1243,-29
1244,-28
1245,-25
1246,-27
1247,-25
1248,-29
1249,-25
1250,-25
1251,-25
1252,-26
1253,-26
1254,-25
1255,-26
1256,-25
1257,-25
1258,-25
1259,-25
1260,-27
1261,-31
1262,-29
1263,-25
1264,-25
1265,-25
1266,-25
1267,-29
1268,-27
1269,-27
1270,-25
1271,-25
1272,-29
1273,-27
1274,-26
1275,-25
1276,-25
1277,-25
1278,-25
1279,-25
1280,-25
1281,-25
1282,-25
1283,-25
1284,-27
1285,-26
1286,-29
1287,-25
1288,-25
1289,-25
1290,-25
1291,-25
1292,-25
1293,-25
1294,-25
1295,-25
1296,-25
1297,-25
1298,-25
1299,-25
1300,-25
1301,-26
1302,-28
1303,-25
1304,-25
1305,-27
1306,-25
1307,-29
1308,-26
1309,-25
1310,-27
1311,-21
1312,-25
1313,-25
1314,-31
1315,-26
1316,-29
1317,-27
1318,-25
1319,-25
1320,-25
1321,-25
1322,-28
1323,-27
1324,-31
1325,-25
1326,-31
1327,-27
1328,-25
1329,-25
1330,-25
1331,-26
1332,-25
1333,-30
1334,-29
1335,-25
1336,-25
1337,-25
1338,-25
1339,-25
1340,-25
1341,-25
1342,-25
1343,-25
1344,-25
1345,-25
1346,-25
1347,-25
1348,-25
1349,-25
1350,-25
1351,-25
1352,-25
1353,-25
1354,-25
1355,-25
1356,-25
1357,-25
1358,-25
1359,-25
1360,-25
1361,-25
1362,-25
1363,-25
1364,-25
1365,-25
1366,-25
1367,-25
1368,-25
1369,-25
1370,-25
1371,-25
1372,-25
1373,-25
1374,-25
1375,-25
1376,-25
1377,-25
1378,-25
1379,-25
1380,-25
1381,-25
1382,-25
1383,-25
1384,-25
1385,-25
1386,-25
1387,-25
1388,-25
1389,-25
1390,-25
1391,-25
1392,-25
1393,-25
1394,-25
1395,-25
1396,-25
1397,-25
1398,-25
1399,-25
1400,-25
1401,-25
1402,-25
1403,-25
1404,-25
1405,-25
1406,-25
1407,-25
1408,-25
1409,-25
1410,-25
1411,-25
1412,-25
1413,-25
1414,-25
1415,-25
1416,-25
1417,-25
1418,-25
1419,-25
1420,-25
1421,-25
1422,-25
1423,-25
1424,-25
1425,-25
1426,-25
1427,-25
1428,-25
1429,-25
1430,-25
1431,-25
1432,-25
1433,-25
1434,-25
1435,-25
1436,-25
1437,-25
1438,-25
1439,-25
1440,-25
1441,-25
1442,-25
1443,-25
1444,-25
1445,-25
1446,-25
1447,-25
1448,-25
1449,-25
1450,-25
1451,-25
1452,-25
1453,-25
1454,-25
1455,-25
1456,-25
1457,-25
1458,-25
1459,-25
1460,-25
1461,-25
1462,-25
1463,-25
1464,-25
1465,-25
1466,-25
1467,-25
1468,-25
1469,-25
1470,-25
1471,-25
1472,-25
1473,-25
1474,-25
1475,-25
1476,-25
1477,-25
1478,-25
1479,-25
1480,-25
1481,-25
1482,-25
1483,-25
1484,-25
1485,-25
1486,-25
1487,-25
1488,-25
1489,-25
1490,-25
1491,-25
1492,-25
1493,-25
1494,-25
1495,-25
1496,-25
1497,-25
1498,-25
1499,-25
1500,-25
1501,-25
1502,-25
1503,-25
1504,-25
1505,-25
1506,-25
1507,-25
1508,-25
1509,-25
1510,-25
1511,-25
1512,-25
1513,-25
1514,-25
1515,-25
1516,-25
1517,-25
1518,-25
1519,-25
1520,-25
1521,-1
1522,-25
1523,-25
1524,-25
1525,-25
1526,-25
1527,-25
1528,-25
1529,-25
1530,-25
1531,-25
1532,-25
1533,-25
1534,-25
1535,-25
1536,-25
1537,-25
1538,-25
1539,-25
1540,-25
1541,-25
1542,-25
1543,-25
1544,-25
1545,-25
1546,-25
1547,-25
1548,-25
1549,-25
1550,-25
1551,-25
1552,-25
1553,-25
1554,-25
1555,-25
1556,-25
1557,-25
1558,-25
1559,-25
1560,-25
1561,-25
1562,-25
1563,-25
1564,-25
1565,-25
1566,-25
1567,-25
1568,-25
1569,-25
1570,-25
1571,-25
1572,-25
1573,-25
1574,-25
1575,-25
1576,-25
1577,-25
1578,-25
1579,-25
1580,-25
1581,-25
1582,-25
1583,-25
1584,-25
1585,-25
1586,-25
1587,-25
1588,-25
1589,-25
1590,-25
1591,-25
1592,-25
1593,-25
1594,-25
1595,-25
1596,-25
1597,-25
1598,-25
1599,-25
1600,-25
1601,-25
1602,-25
1603,-25
1604,-25
1605,-25
1606,-25
1607,-25
1608,-25
1609,-25
1610,-25
1611,-25
1612,-25
1613,-25
1614,-25
1615,-25
1616,-25
1617,-25
1618,-25
1619,-25
1620,-25
1621,-25
1622,-25
1623,-25
1624,-25
1625,-25
1626,-25
1627,-25
1628,-25
1629,-25
1630,-25
1631,-25
1632,-25
1633,-25
1634,-25
1635,-25
1636,-25
1637,-25
1638,-25
1639,-25
1640,-25
1641,-25
1642,-25
1643,-25
1644,-25
1645,-25
1646,-25
1647,-25
1648,-25
1649,-25
1650,-25
1651,-25
1652,-25
1653,-25
1654,-25
1655,-25
1656,-25
1657,-25
1658,-25
1659,-25
1660,-25
1661,-25
1662,-25
1663,-25
1664,-25
1665,-25
1666,-25
1667,-25
1668,-25
1669,-25
1670,-25
1671,-25
1672,-25
1673,-25
1674,-25
1675,-25
1676,-25
1677,-25
1678,-25
1679,-25
1680,-25
1681,-25
1682,-25
1683,-25
1684,-25
1685,-25
1686,-25
1687,-25
1688,-25
1689,-25
1690,-25
1691,-25
1692,-25
1693,-25
1694,-25
1695,-25
1696,-25
1697,-25
1698,-25
1699,-25
1700,-25
1701,-25
1702,-25
1703,-25
1704,-25
1705,-25
1706,-25
1707,-1
1708,-25
1709,-25
1710,-25
1711,-25
1712,-25
1713,-25
1714,-25
1715,-25
1716,-25
1717,-25
1718,-25
1719,-25
1720,-25
1721,-25
1722,-25
1723,-25
1724,-25
1725,-25
1726,-25
1727,-25
1728,-25
1729,-25
1730,-25
1731,-25
1732,-25
1733,-25
1734,-25
1735,-25
1736,-25
1737,-25
1738,-25
1739,-25
1740,-25
1741,-25
1742,-25
1743,-25
1744,-25
1745,-25
1746,-25
1747,-25
1748,-25
1749,-25
1750,-25
1751,-25
1752,-25
1753,-25
1754,-25
1755,-25
1756,-25
1757,-25
1758,-25
1759,-25
1760,-25
1761,-25
1762,-25
1763,-25
1764,-25
1765,-25
1766,-25
1767,-25
1768,-25
1769,-25
1770,-25
1771,-25
1772,-25
1773,-25
1774,-25
1775,-25
1776,-25
1777,-25
1778,-25
1779,-25
1780,-25
1781,-25
1782,-25
1783,-25
1784,-25
1785,-25
1786,-25
1787,-25
1788,-25
1789,-25
1790,-25
1791,-25
1792,-25
1793,-25
1794,-25
1795,-25
1796,-25
1797,-25
1798,-25
1799,-25
1800,-25
1801,-25
1802,-25
1803,-25
1804,-25
1805,-25
1806,-25
1807,-25
1808,-25
1809,-25
1810,-25
1811,-25
1812,-25
1813,-25
1814,-25
1815,-25
1816,-25
1817,-25
1818,-25
1819,-25
1820,-25
1821,-25
1822,-25
1823,-25
1824,-25
1825,-25
1826,-25
1827,-25
1828,-25
1829,-25
1830,-25
1831,-25
1832,-25
1833,-25
1834,-25
1835,-25
1836,-25
1837,-25
1838,-25
1839,-25
1840,-25
1841,-25
1842,-25
1843,-25
1844,-25
1845,-25
1846,-25
1847,-25
1848,-25
1849,-25
1850,-25
1851,-25
1852,-25
1853,-25
1854,-25
1855,-25
1856,-25
1857,-25
1858,-25
1859,-25
1860,-25
1861,-25
1862,-25
1863,-25
1864,-25
1865,-25
1866,-25
1867,-25
1868,-25
1869,-25
1870,-25
1871,-25
1872,-25
1873,-25
1874,-25
1875,-25
1876,-25
1877,-25
1878,-25
1879,-25
1880,-25
1881,-25
1882,-25
1883,-25
1884,-25
1885,-25
1886,-25
1887,-25
1888,-25
1889,-25
1890,-25
1891,-25
1892,-25
1893,-25
1894,-25
1895,-25
1896,-25
1897,-25
1898,-25
1899,-25
1900,-25
1901,-25
1902,-25
1903,-25
1904,-25
1905,-25
1906,-25
1907,-25
1908,-25
1909,-25
1910,-25
1911,-25
1912,-25
1913,-25
1914,-25
1915,-25
1916,-25
1917,-25
1918,-25
1919,-25
1920,-25
1921,-25
1922,-25
1923,-25
1924,-25
1925,-25
1926,-25
1927,-25
1928,-25
1929,-25
1930,-25
1931,-25
1932,-25
1933,-25
1934,-25
1935,-25
1936,-25
1937,-25
1938,-25
1939,-25
1940,-25
1941,-25
1942,-25
1943,-25
1944,-25
1945,-25
1946,-25
1947,-25
1948,-25
1949,-25
1950,-25
1951,-25
1952,-25
1953,-25
1954,-25
1955,-25
1956,-25
1957,-25
1958,-25
1959,-25
1960,-25
1961,-25
1962,-25
1963,-25
1964,-25
1965,-25
1966,-25
1967,-25
1968,-25
1969,-25
1970,-25
1971,-25
1972,-25
1973,-25
1974,-25
1975,-25
1976,-25
1977,-25
1978,-25
1979,-25
1980,-25
1981,-25
1982,-25
1983,-25
1984,-25
1985,-25
1986,-25
1987,-25
1988,-24
1989,-25
1990,-25
1991,-25
1992,-25
1993,-25
1994,-25
1995,-25
1996,-25
1997,-25
1998,-25
1999,-25
2000,-25
2001,-25
2002,-25
2003,-25
2004,-25
2005,-25
2006,-25
2007,-25
2008,-25
2009,-25
2010,-25
2011,-25
2012,-25
2013,-25
2014,-25
2015,-25
2016,-25
2017,-20
2018,-20
2019,-19
2020,-20
2021,-20
2022,-20
2023,-19
2024,-20
2025,-20
2026,-20
2027,-20
2028,-20
2029,-20
2030,-20
2031,-20
2032,-20
2033,-20
2034,-20
2035,-20
2036,-20
2037,-20
2038,-20
2039,-20
2040,-20
2041,-20
2042,-21
2043,-20
2044,-20
2045,-20
2046,-20
2047,-20
2048,-20
2049,-20
2050,-20
2051,-20
2052,-20
2053,-20
2054,-19
2055,-20
2056,-20
2057,-20
2058,-20
2059,-20
2060,-20
2061,-20
2062,-20
2063,-20
2064,-20
2065,-20
2066,-20
2067,-20
2068,-20
2069,-20
2070,-19
2071,-20
2072,-20
2073,-20
2074,-20
2075,-20
2076,-19
2077,-20
2078,-20
2079,-20
2080,-19
2081,-20
2082,-20
2083,-20
2084,-20
2085,-20
2086,-20
2087,-20
2088,-20
2089,-20
2090,-20
2091,-20
2092,-20
2093,-20
2094,-20
2095,-20
2096,-20
2097,-20
2098,-20
2099,-20
2100,-20
2101,-20
2102,-20
2103,-20
2104,-20
2105,-20
2106,-19
2107,-19
2108,-20
2109,-20
2110,-20
2111,-20
2112,-20
2113,-19
2114,-20
2115,-20
2116,-20
2117,-20
2118,-20
2119,-20
2120,-20
2121,-19
2122,-20
2123,-19
2124,-20
2125,-20
2126,-20
2127,-20
2128,-19
2129,-20
2130,-20
2131,-20
2132,-20
2133,-20
2134,-20
2135,-20
2136,-20
2137,-20
2138,-20
2139,-20
2140,-20
2141,-20
2142,-20
2143,-20
2144,-19
2145,-19
2146,-20
2147,-20
2148,-20
2149,-20
2150,-20
2151,-19
2152,-20
2153,-20
2154,-20
2155,-20
2156,-20
2157,-19
2158,-20
2159,-20
2160,-20
2161,-20
2162,-20
2163,-20
2164,-20
2165,-20
2166,-20
2167,-20
2168,-20
2169,-20
2170,-20
2171,-20
2172,-20
2173,-20
2174,-20
2175,-20
2176,-20
2177,-20
2178,-20
2179,-20
2180,-20
2181,-20
2182,-20
2183,-20
2184,-20
2185,-20
2186,-20
2187,-20
2188,-20
2189,-20
2190,-20
2191,-20
2192,-20
2193,-20
2194,-20
2195,-20
2196,-20
2197,-20
2198,-20
2199,-20
2200,-20
2201,-20
2202,-20
2203,-20
2204,-20
2205,-20
2206,-20
2207,-20
2208,-20
2209,-20
2210,-20
2211,-20
2212,-20
2213,-20
2214,-20
2215,-20
2216,-20
2217,-21
2218,-20
2219,-20
2220,-20
2221,-20
2222,-20
2223,-20
2224,-20
2225,-20
2226,-20
2227,-20
2228,-20
2229,-21
2230,-20
2231,-20
2232,-20
2233,-20
2234,-20
2235,-20
2236,-20
2237,-20
2238,-20
2239,-20
2240,-20
2241,-20
2242,-20
2243,-20
2244,-20
2245,-20
2246,-20
2247,-20
2248,-20
2249,-20
2250,-20
2251,-20
2252,-21
2253,-20
2254,-20
2255,-20
2256,-20
2257,-20
2258,-20
2259,-20
2260,-20
2261,-20
2262,-20
2263,-20
2264,-20
2265,-20
2266,-20
2267,-20
2268,-20
2269,-20
2270,-20
2271,-20
2272,-20
2273,-20
2274,-20
2275,-20
2276,-20
2277,-20
2278,-20
2279,-20
2280,-20
2281,-20
2282,-20
2283,-20
2284,-20
2285,-20
2286,-20
2287,-20
2288,-20
2289,-20
2290,-20
2291,-20
2292,-20
2293,-20
2294,-20
2295,-20
2296,-20
2297,-20
2298,-20
2299,-20
2300,-20
2301,-20
2302,-20
2303,-20
2304,-20
2305,-20
2306,-20
2307,-20
2308,-20
2309,-20
2310,-20
2311,-20
2312,-20
2313,-20
2314,-20
2315,-20
2316,-20
2317,-20
2318,-20
2319,-20
2320,-20
2321,-20
2322,-20
2323,-20
2324,-20
2325,-20
2326,-20
2327,-20
2328,-20
2329,-20
2330,-20
2331,-20
2332,-20
2333,-20
2334,-20
2335,-20
2336,-20
2337,-20
2338,-20
2339,-20
2340,-20
2341,-20
2342,-21
2343,-20
2344,-20
2345,-20
2346,-20
2347,-20
2348,-20
2349,-20
2350,-20
2351,-20
2352,-20
2353,-20
2354,-20
2355,-20
2356,-20
2357,-20
2358,-20
2359,-20
2360,-20
2361,-20
2362,-20
2363,-20
2364,-20
2365,-20
2366,-20
2367,-20
2368,-20
2369,-20
2370,-20
2371,-20
2372,-20
2373,-20
2374,-20
2375,-20
2376,-20
2377,-20
2378,-20
2379,-20
2380,-20
2381,-20
2382,-20
2383,-20
2384,-20
2385,-20
2386,-20
2387,-20
2388,-20
2389,-20
2390,-20
2391,-20
2392,-20
2393,-20
2394,-20
2395,-20
2396,-20
2397,-20
2398,-20
2399,-20
2400,-20
2401,-20
2402,-19
2403,-20
2404,-20
2405,-20
2406,-20
2407,-20
2408,-20
2409,-20
2410,-20
2411,-20
2412,-19
2413,-20
2414,-20
2415,-20
2416,-20
2417,-19
2418,-20
2419,-20
2420,-20
2421,-20
2422,-20
2423,-20
2424,-19
2425,-20
2426,-20
2427,-19
2428,-20
2429,-20
2430,-20
2431,-20
2432,-19
2433,-20
2434,-20
2435,-20
2436,-20
2437,-20
2438,-20
2439,-20
2440,-20
2441,-20
2442,-19
2443,-20
2444,-20
2445,-20
2446,-20
2447,-20
2448,-20
2449,-20
2450,-20
2451,-20
2452,-20
2453,-19
2454,-20
2455,-20
2456,-20
2457,-20
2458,-20
2459,-19
2460,-20
2461,-19
2462,-20
2463,-20
2464,-20
2465,-20
2466,-20
2467,-20
2468,-19
2469,-20
2470,-20
2471,-20
2472,-20
2473,-19
2474,-20
2475,-19
2476,-20
2477,-20
2478,-20
2479,-20
2480,-20
2481,-20
2482,-19
2483,-19
2484,-19
2485,-20
2486,-20
2487,-19
2488,-20
2489,-20
2490,-20
2491,-20
2492,-20
2493,-20
2494,-20
2495,-20
2496,-19
2497,-20
